dataset,n,d,method,k_selected,knn_K,knn_overlap,trustworthiness,k_pai_scale
sonar,208,60,pai,50,3,0.6698717948717949,0.9940713022609574,0.0
sonar,208,60,pai,50,5,0.698076923076923,0.9910096153846154,0.0
sonar,208,60,pai,50,10,0.7341346153846153,0.9874925074925075,0.0
sonar,208,60,pai,50,20,0.7862980769230768,0.9855552546045504,0.0
sonar,208,60,pai,50,30,0.8131410256410256,0.9831932938856016,0.0
sonar,208,60,pai,50,50,0.8532692307692309,0.9819658925979681,0.0
sonar,208,60,pai,51,3,0.6794871794871794,0.9948686371100164,0.0
sonar,208,60,pai,51,5,0.7124999999999999,0.9926490384615385,0.0
sonar,208,60,pai,51,10,0.7600961538461539,0.9898776223776223,0.0
sonar,208,60,pai,51,20,0.8028846153846154,0.9872562296858072,0.0
sonar,208,60,pai,51,30,0.8323717948717948,0.9851765285996055,0.0
sonar,208,60,pai,51,50,0.8675961538461539,0.9845631349782293,0.0
sonar,208,60,pai,52,3,0.689102564102564,0.9948844259189087,0.0
sonar,208,60,pai,52,5,0.7317307692307692,0.9925913461538461,0.0
sonar,208,60,pai,52,10,0.7730769230769231,0.9901773226773227,0.0
sonar,208,60,pai,52,20,0.8180288461538461,0.9878439869989166,0.0
sonar,208,60,pai,52,30,0.8443910256410257,0.9866301775147929,0.0
sonar,208,60,pai,52,50,0.8740384615384615,0.9851240928882439,0.0
sonar,208,60,pai,53,3,0.7067307692307693,0.994844953896678,0.0
sonar,208,60,pai,53,5,0.7471153846153846,0.9930625,0.0
sonar,208,60,pai,53,10,0.7850961538461539,0.9905394605394605,0.0
sonar,208,60,pai,53,20,0.8271634615384615,0.9882326652221018,0.0
sonar,208,60,pai,53,30,0.8498397435897438,0.9869684418145956,0.0
sonar,208,60,pai,53,50,0.878173076923077,0.9855145137880987,0.0
sonar,208,60,pai,54,3,0.7451923076923077,0.9966133004926109,0.0
sonar,208,60,pai,54,5,0.7798076923076922,0.9954375,0.0
sonar,208,60,pai,54,10,0.8110576923076922,0.9937162837162837,0.0
sonar,208,60,pai,54,20,0.8432692307692307,0.9913949079089924,0.0
sonar,208,60,pai,54,30,0.8682692307692309,0.9898284023668639,0.0
sonar,208,60,pai,54,50,0.8897115384615385,0.988510885341074,0.0
sonar,208,60,pai,55,3,0.7804487179487178,0.9972527472527473,0.0
sonar,208,60,pai,55,5,0.8067307692307693,0.9965625,0.0
sonar,208,60,pai,55,10,0.8312500000000002,0.9951798201798202,0.0
sonar,208,60,pai,55,20,0.8617788461538461,0.9937107258938245,0.0
sonar,208,60,pai,55,30,0.8849358974358977,0.9932268244575937,0.0
sonar,208,60,pai,55,50,0.9033653846153845,0.9915986937590712,0.0
sonar,208,60,pai,56,3,0.8060897435897437,0.9975764178350385,0.0
sonar,208,60,pai,56,5,0.8298076923076922,0.996764423076923,0.0
sonar,208,60,pai,56,10,0.8504807692307692,0.9956643356643357,0.0
sonar,208,60,pai,56,20,0.8728365384615385,0.9943851570964247,0.0
sonar,208,60,pai,56,30,0.8921474358974361,0.9934990138067061,0.0
sonar,208,60,pai,56,50,0.9094230769230769,0.9919876632801161,0.0
sonar,208,60,pai,57,3,0.8782051282051283,0.99926582038651,0.0
sonar,208,60,pai,57,5,0.8913461538461539,0.9987980769230769,0.0
sonar,208,60,pai,57,10,0.9009615384615385,0.9983491508491509,0.0
sonar,208,60,pai,57,20,0.9088942307692308,0.9976259479956663,0.0
sonar,208,60,pai,57,30,0.9251602564102565,0.9971252465483235,0.0
sonar,208,60,pai,57,50,0.9353846153846154,0.996399854862119,0.0
sonar,208,60,pai,58,3,0.9134615384615384,0.9995342301376784,0.0
sonar,208,60,pai,58,5,0.9134615384615384,0.9994471153846154,0.0
sonar,208,60,pai,58,10,0.925,0.9992982017982018,0.0
sonar,208,60,pai,58,20,0.9389423076923078,0.9988407367280606,0.0
sonar,208,60,pai,58,30,0.9455128205128206,0.9985670611439842,0.0
sonar,208,60,pai,58,50,0.956923076923077,0.9981190130624092,0.0
sonar,208,60,pai,59,3,0.9407051282051283,0.999628962991032,0.0
sonar,208,60,pai,59,5,0.9394230769230769,0.9995625,0.0
sonar,208,60,pai,59,10,0.9490384615384617,0.999458041958042,0.0
sonar,208,60,pai,59,20,0.9586538461538461,0.9992822318526544,0.0
sonar,208,60,pai,59,30,0.965224358974359,0.9991538461538462,0.0
sonar,208,60,pai,59,50,0.9710576923076923,0.9989412191582003,0.0
sonar,208,60,pai,60,3,1.0,1.0,0.0
sonar,208,60,pai,60,5,1.0,1.0,0.0
sonar,208,60,pai,60,10,1.0,1.0,0.0
sonar,208,60,pai,60,20,1.0,1.0,0.0
sonar,208,60,pai,60,30,1.0,1.0,0.0
sonar,208,60,pai,60,50,1.0,1.0,0.0
sonar,208,60,nrs,1,3,0.019230769230769232,0.5688707843880259,0.0
sonar,208,60,nrs,1,5,0.035576923076923075,0.5730144230769231,0.0
sonar,208,60,nrs,1,10,0.07932692307692307,0.5726998001998003,0.0
sonar,208,60,nrs,1,20,0.1389423076923077,0.5935075839653305,0.0
sonar,208,60,nrs,1,30,0.19278846153846158,0.6100414201183432,0.0
sonar,208,60,nrs,1,50,0.3018269230769231,0.6364259796806967,0.0
sonar,208,60,nrs,2,3,0.0673076923076923,0.6477990400404194,0.0
sonar,208,60,nrs,2,5,0.07596153846153847,0.6496778846153846,0.0
sonar,208,60,nrs,2,10,0.1278846153846154,0.6608841158841159,0.0
sonar,208,60,nrs,2,20,0.20240384615384616,0.6751273022751896,0.0
sonar,208,60,nrs,2,30,0.27211538461538465,0.6949595660749507,0.0
sonar,208,60,nrs,2,50,0.38105769230769226,0.7180718432510885,0.0
sonar,208,60,nrs,3,3,0.05929487179487179,0.6864974106353416,0.0
sonar,208,60,nrs,3,5,0.07980769230769232,0.6822067307692308,0.0
sonar,208,60,nrs,3,10,0.1485576923076923,0.6915934065934066,0.0
sonar,208,60,nrs,3,20,0.23341346153846151,0.7060631094257854,0.0
sonar,208,60,nrs,3,30,0.29631410256410257,0.7183974358974359,0.0
sonar,208,60,nrs,3,50,0.39798076923076925,0.7328976777939042,0.0
sonar,208,60,nrs,4,3,0.11378205128205127,0.7586759504862953,0.0
sonar,208,60,nrs,4,5,0.14903846153846154,0.7618173076923077,0.0
sonar,208,60,nrs,4,10,0.20336538461538464,0.7540034965034965,0.0
sonar,208,60,nrs,4,20,0.28173076923076923,0.752569068255688,0.0
sonar,208,60,nrs,4,30,0.34423076923076923,0.7614220907297831,0.0
sonar,208,60,nrs,4,50,0.45067307692307695,0.7766821480406386,0.0
sonar,208,60,nrs,5,3,0.12179487179487179,0.7960796387520526,0.0
sonar,208,60,nrs,5,5,0.1653846153846154,0.7889423076923077,0.0
sonar,208,60,nrs,5,10,0.22451923076923078,0.7808266733266733,0.0
sonar,208,60,nrs,5,20,0.29927884615384615,0.7825473997833152,0.0
sonar,208,60,nrs,5,30,0.3693910256410256,0.7891942800788955,0.0
sonar,208,60,nrs,5,50,0.47259615384615383,0.8020616835994194,0.0
sonar,208,60,nrs,6,3,0.18108974358974358,0.8376199949475811,0.0
sonar,208,60,nrs,6,5,0.22692307692307695,0.8321346153846154,0.0
sonar,208,60,nrs,6,10,0.2923076923076923,0.8311963036963037,0.0
sonar,208,60,nrs,6,20,0.3555288461538462,0.8262283315276273,0.0
sonar,208,60,nrs,6,30,0.42195512820512815,0.8321508875739645,0.0
sonar,208,60,nrs,6,50,0.5284615384615384,0.8421146589259797,0.0
sonar,208,60,nrs,7,3,0.1778846153846154,0.852224643172919,0.0
sonar,208,60,nrs,7,5,0.23750000000000002,0.8447451923076923,0.0
sonar,208,60,nrs,7,10,0.2975961538461539,0.8382967032967032,0.0
sonar,208,60,nrs,7,20,0.36394230769230773,0.8317957746478873,0.0
sonar,208,60,nrs,7,30,0.42788461538461536,0.8360562130177515,0.0
sonar,208,60,nrs,7,50,0.5292307692307692,0.843,0.0
sonar,208,60,nrs,8,3,0.23397435897435898,0.8876073639004673,0.0
sonar,208,60,nrs,8,5,0.2798076923076923,0.8770336538461538,0.0
sonar,208,60,nrs,8,10,0.34278846153846154,0.8611288711288712,0.0
sonar,208,60,nrs,8,20,0.41298076923076926,0.8579022210184182,0.0
sonar,208,60,nrs,8,30,0.4705128205128205,0.8561489151873767,0.0
sonar,208,60,nrs,8,50,0.5640384615384615,0.8581516690856313,0.0
sonar,208,60,nrs,9,3,0.2868589743589744,0.9144641278261968,0.0
sonar,208,60,nrs,9,5,0.3384615384615385,0.9055769230769231,0.0
sonar,208,60,nrs,9,10,0.38125,0.8890134865134866,0.0
sonar,208,60,nrs,9,20,0.45817307692307696,0.8823374864572048,0.0
sonar,208,60,nrs,9,30,0.5184294871794871,0.8789714003944773,0.0
sonar,208,60,nrs,9,50,0.6059615384615384,0.8765580551523948,0.0
sonar,208,60,nrs,10,3,0.30288461538461536,0.9244663382594417,0.0
sonar,208,60,nrs,10,5,0.35673076923076924,0.9213173076923077,0.0
sonar,208,60,nrs,10,10,0.4009615384615385,0.9041333666333666,0.0
sonar,208,60,nrs,10,20,0.47740384615384623,0.8934466413867822,0.0
sonar,208,60,nrs,10,30,0.5413461538461538,0.8895325443786982,0.0
sonar,208,60,nrs,10,50,0.6238461538461538,0.8869187227866473,0.0
sonar,208,60,nrs,11,3,0.3205128205128205,0.93246336996337,0.0
sonar,208,60,nrs,11,5,0.36538461538461536,0.9273509615384615,0.0
sonar,208,60,nrs,11,10,0.4221153846153846,0.9118181818181819,0.0
sonar,208,60,nrs,11,20,0.4850961538461539,0.8974918743228603,0.0
sonar,208,60,nrs,11,30,0.5504807692307693,0.8954723865877712,0.0
sonar,208,60,nrs,11,50,0.6281730769230769,0.8901175616835995,0.0
sonar,208,60,nrs,12,3,0.31089743589743585,0.9308371226474674,0.0
sonar,208,60,nrs,12,5,0.3576923076923077,0.9290865384615384,0.0
sonar,208,60,nrs,12,10,0.4163461538461538,0.9144005994005994,0.0
sonar,208,60,nrs,12,20,0.49374999999999997,0.9019163055254604,0.0
sonar,208,60,nrs,12,30,0.5469551282051281,0.8964871794871795,0.0
sonar,208,60,nrs,12,50,0.6305769230769231,0.8949129172714079,0.0
sonar,208,60,nrs,13,3,0.3141025641025641,0.935597448528483,0.0
sonar,208,60,nrs,13,5,0.3644230769230769,0.9313701923076922,0.0
sonar,208,60,nrs,13,10,0.4206730769230769,0.914478021978022,0.0
sonar,208,60,nrs,13,20,0.4925480769230769,0.901748374864572,0.0
sonar,208,60,nrs,13,30,0.5475961538461539,0.8991311637080868,0.0
sonar,208,60,nrs,13,50,0.6309615384615385,0.8983193033381712,0.0
sonar,208,60,nrs,14,3,0.32211538461538464,0.9357869142351901,0.0
sonar,208,60,nrs,14,5,0.36538461538461536,0.9302307692307692,0.0
sonar,208,60,nrs,14,10,0.4254807692307692,0.9168531468531469,0.0
sonar,208,60,nrs,14,20,0.5009615384615385,0.9063637594799566,0.0
sonar,208,60,nrs,14,30,0.551923076923077,0.9011568047337278,0.0
sonar,208,60,nrs,14,50,0.6309615384615385,0.8996103047895501,0.0
sonar,208,60,nrs,15,3,0.3205128205128205,0.9396946444360238,0.0
sonar,208,60,nrs,15,5,0.3721153846153846,0.9322884615384616,0.0
sonar,208,60,nrs,15,10,0.43701923076923077,0.9210064935064936,0.0
sonar,208,60,nrs,15,20,0.505048076923077,0.9087973997833153,0.0
sonar,208,60,nrs,15,30,0.5620192307692308,0.9052031558185404,0.0
sonar,208,60,nrs,15,50,0.6418269230769231,0.9037728592162555,0.0
sonar,208,60,nrs,16,3,0.3253205128205128,0.9438628899835797,0.0
sonar,208,60,nrs,16,5,0.37115384615384617,0.9356105769230769,0.0
sonar,208,60,nrs,16,10,0.44519230769230766,0.920939060939061,0.0
sonar,208,60,nrs,16,20,0.5045673076923077,0.9101760563380281,0.0
sonar,208,60,nrs,16,30,0.5576923076923077,0.907250493096647,0.0
sonar,208,60,nrs,16,50,0.646826923076923,0.9079129172714079,0.0
sonar,208,60,nrs,17,3,0.33814102564102566,0.9495626499936844,0.0
sonar,208,60,nrs,17,5,0.3807692307692307,0.9381971153846154,0.0
sonar,208,60,nrs,17,10,0.4581730769230769,0.9232067932067932,0.0
sonar,208,60,nrs,17,20,0.5204326923076923,0.9144989165763814,0.0
sonar,208,60,nrs,17,30,0.5725961538461538,0.9098086785009862,0.0
sonar,208,60,nrs,17,50,0.6503846153846153,0.9080406386066764,0.0
sonar,208,60,nrs,18,3,0.3557692307692308,0.959170140204623,0.0
sonar,208,60,nrs,18,5,0.40384615384615385,0.9507932692307692,0.0
sonar,208,60,nrs,18,10,0.4774038461538461,0.9386088911088911,0.0
sonar,208,60,nrs,18,20,0.5557692307692308,0.9274945828819068,0.0
sonar,208,60,nrs,18,30,0.6105769230769231,0.9252751479289941,0.0
sonar,208,60,nrs,18,50,0.689326923076923,0.9237191582002903,0.0
sonar,208,60,nrs,19,3,0.3958333333333333,0.9657067070860175,0.0
sonar,208,60,nrs,19,5,0.43846153846153846,0.9580336538461538,0.0
sonar,208,60,nrs,19,10,0.4942307692307692,0.9421353646353646,0.0
sonar,208,60,nrs,19,20,0.5728365384615385,0.9314978331527627,0.0
sonar,208,60,nrs,19,30,0.6269230769230769,0.9281873767258383,0.0
sonar,208,60,nrs,19,50,0.7004807692307692,0.9271756168359941,0.0
sonar,208,60,nrs,20,3,0.3894230769230769,0.9650909435392194,0.0
sonar,208,60,nrs,20,5,0.4461538461538461,0.9564375,0.0
sonar,208,60,nrs,20,10,0.49182692307692305,0.9403321678321679,0.0
sonar,208,60,nrs,20,20,0.5747596153846153,0.9331053629469123,0.0
sonar,208,60,nrs,20,30,0.6269230769230769,0.9299891518737673,0.0
sonar,208,60,nrs,20,50,0.7017307692307693,0.9284194484760523,0.0
sonar,208,60,nrs,21,3,0.39903846153846156,0.9632594417077176,0.0
sonar,208,60,nrs,21,5,0.44615384615384623,0.9544423076923076,0.0
sonar,208,60,nrs,21,10,0.49326923076923074,0.9421928071928072,0.0
sonar,208,60,nrs,21,20,0.5771634615384615,0.9334507042253521,0.0
sonar,208,60,nrs,21,30,0.6270833333333333,0.929396449704142,0.0
sonar,208,60,nrs,21,50,0.7017307692307692,0.9280087082728592,0.0
sonar,208,60,nrs,22,3,0.4262820512820512,0.9651304155614501,0.0
sonar,208,60,nrs,22,5,0.47115384615384615,0.9571153846153846,0.0
sonar,208,60,nrs,22,10,0.51875,0.9459965034965034,0.0
sonar,208,60,nrs,22,20,0.5882211538461538,0.9361430119176598,0.0
sonar,208,60,nrs,22,30,0.6397435897435897,0.9344773175542407,0.0
sonar,208,60,nrs,22,50,0.7064423076923076,0.9305537010159651,0.0
sonar,208,60,nrs,23,3,0.39743589743589747,0.9654382973348491,0.0
sonar,208,60,nrs,23,5,0.4634615384615385,0.9582355769230769,0.0
sonar,208,60,nrs,23,10,0.5139423076923078,0.9468381618381618,0.0
sonar,208,60,nrs,23,20,0.5949519230769231,0.9396478873239437,0.0
sonar,208,60,nrs,23,30,0.6416666666666665,0.9382731755424063,0.0
sonar,208,60,nrs,23,50,0.7113461538461539,0.9342670537010159,0.0
sonar,208,60,nrs,24,3,0.40384615384615385,0.9643725527346217,0.0
sonar,208,60,nrs,24,5,0.46634615384615385,0.9596923076923077,0.0
sonar,208,60,nrs,24,10,0.5168269230769231,0.94743006993007,0.0
sonar,208,60,nrs,24,20,0.5966346153846154,0.9405742145178765,0.0
sonar,208,60,nrs,24,30,0.6387820512820512,0.9361331360946745,0.0
sonar,208,60,nrs,24,50,0.7076923076923076,0.9328969521044993,0.0
sonar,208,60,nrs,25,3,0.42467948717948717,0.9665514083617532,0.0
sonar,208,60,nrs,25,5,0.46923076923076923,0.9607403846153846,0.0
sonar,208,60,nrs,25,10,0.5139423076923076,0.9481518481518482,0.0
sonar,208,60,nrs,25,20,0.6060096153846154,0.9428290899241604,0.0
sonar,208,60,nrs,25,30,0.6431089743589743,0.9387001972386588,0.0
sonar,208,60,nrs,25,50,0.7096153846153845,0.9344129172714079,0.0
sonar,208,60,nrs,26,3,0.4246794871794872,0.9686671087533156,0.0
sonar,208,60,nrs,26,5,0.48750000000000004,0.9610625,0.0
sonar,208,60,nrs,26,10,0.5192307692307693,0.950427072927073,0.0
sonar,208,60,nrs,26,20,0.6127403846153846,0.9464599133261105,0.0
sonar,208,60,nrs,26,30,0.6511217948717949,0.9422731755424063,0.0
sonar,208,60,nrs,26,50,0.7177884615384615,0.9375166908563135,0.0
sonar,208,60,nrs,27,3,0.45512820512820507,0.9732221801187318,0.0
sonar,208,60,nrs,27,5,0.5221153846153845,0.9670673076923076,0.0
sonar,208,60,nrs,27,10,0.5576923076923077,0.9596803196803196,0.0
sonar,208,60,nrs,27,20,0.635576923076923,0.9528832611050921,0.0
sonar,208,60,nrs,27,30,0.6764423076923076,0.949241617357002,0.0
sonar,208,60,nrs,27,50,0.739326923076923,0.9448388969521045,0.0
sonar,208,60,nrs,28,3,0.483974358974359,0.9757247063281546,0.0
sonar,208,60,nrs,28,5,0.5413461538461538,0.9705625,0.0
sonar,208,60,nrs,28,10,0.5798076923076922,0.9625224775224775,0.0
sonar,208,60,nrs,28,20,0.6490384615384616,0.9550893824485374,0.0
sonar,208,60,nrs,28,30,0.6923076923076923,0.9523599605522682,0.0
sonar,208,60,nrs,28,50,0.7466346153846154,0.9471030478955007,0.0
sonar,208,60,nrs,29,3,0.4887820512820512,0.9768615005683972,0.0
sonar,208,60,nrs,29,5,0.5461538461538461,0.971889423076923,0.0
sonar,208,60,nrs,29,10,0.5870192307692308,0.9655644355644356,0.0
sonar,208,60,nrs,29,20,0.6550480769230769,0.9571885157096425,0.0
sonar,208,60,nrs,29,30,0.6964743589743588,0.9553964497041421,0.0
sonar,208,60,nrs,29,50,0.7532692307692308,0.9518388969521046,0.0
sonar,208,60,nrs,30,3,0.49679487179487175,0.976482569154983,0.0
sonar,208,60,nrs,30,5,0.5490384615384616,0.972798076923077,0.0
sonar,208,60,nrs,30,10,0.5975961538461538,0.9652922077922078,0.0
sonar,208,60,nrs,30,20,0.6634615384615384,0.9581283856988082,0.0
sonar,208,60,nrs,30,30,0.7024038461538462,0.9560828402366864,0.0
sonar,208,60,nrs,30,50,0.7611538461538461,0.9527329462989841,0.0
sonar,208,60,nrs,31,3,0.516025641025641,0.9782824933687002,0.0
sonar,208,60,nrs,31,5,0.5644230769230769,0.9740384615384615,0.0
sonar,208,60,nrs,31,10,0.6028846153846155,0.9658941058941058,0.0
sonar,208,60,nrs,31,20,0.6701923076923078,0.958953141928494,0.0
sonar,208,60,nrs,31,30,0.7115384615384616,0.9569319526627219,0.0
sonar,208,60,nrs,31,50,0.7670192307692308,0.9540537010159652,0.0
sonar,208,60,nrs,32,3,0.5080128205128205,0.9774298976885184,0.0
sonar,208,60,nrs,32,5,0.5625,0.9722163461538461,0.0
sonar,208,60,nrs,32,10,0.5975961538461538,0.9662712287712287,0.0
sonar,208,60,nrs,32,20,0.6713942307692307,0.959921451787649,0.0
sonar,208,60,nrs,32,30,0.7108974358974359,0.9573865877712031,0.0
sonar,208,60,nrs,32,50,0.7668269230769231,0.9541763425253992,0.0
sonar,208,60,nrs,33,3,0.5240384615384616,0.9787719464443603,0.0
sonar,208,60,nrs,33,5,0.5721153846153846,0.9733028846153846,0.0
sonar,208,60,nrs,33,10,0.6168269230769231,0.9674975024975025,0.0
sonar,208,60,nrs,33,20,0.6766826923076923,0.9611118634886241,0.0
sonar,208,60,nrs,33,30,0.7141025641025641,0.9587455621301775,0.0
sonar,208,60,nrs,33,50,0.7706730769230768,0.9559158200290275,0.0
sonar,208,60,nrs,34,3,0.532051282051282,0.980848174813692,0.0
sonar,208,60,nrs,34,5,0.5778846153846154,0.9719711538461538,0.0
sonar,208,60,nrs,34,10,0.6173076923076922,0.9676873126873127,0.0
sonar,208,60,nrs,34,20,0.6788461538461538,0.9617849404117009,0.0
sonar,208,60,nrs,34,30,0.7213141025641026,0.9595552268244576,0.0
sonar,208,60,nrs,34,50,0.7739423076923078,0.9560290275761973,0.0
sonar,208,60,nrs,35,3,0.5448717948717949,0.9826007326007326,0.0
sonar,208,60,nrs,35,5,0.5778846153846153,0.9760817307692308,0.0
sonar,208,60,nrs,35,10,0.6187500000000001,0.9700424575424575,0.0
sonar,208,60,nrs,35,20,0.6860576923076922,0.9640492957746479,0.0
sonar,208,60,nrs,35,30,0.7246794871794873,0.9610542406311637,0.0
sonar,208,60,nrs,35,50,0.7775,0.9580638606676343,0.0
sonar,208,60,nrs,36,3,0.5512820512820512,0.9829244031830239,0.0
sonar,208,60,nrs,36,5,0.5778846153846153,0.9759278846153846,0.0
sonar,208,60,nrs,36,10,0.6288461538461539,0.9705294705294705,0.0
sonar,208,60,nrs,36,20,0.6930288461538462,0.9652464788732394,0.0
sonar,208,60,nrs,36,30,0.7330128205128207,0.962534516765286,0.0
sonar,208,60,nrs,36,50,0.7816346153846153,0.9594404934687953,0.0
sonar,208,60,nrs,37,3,0.5576923076923076,0.9804376657824934,0.0
sonar,208,60,nrs,37,5,0.5865384615384616,0.9767211538461539,0.0
sonar,208,60,nrs,37,10,0.6394230769230769,0.9709390609390609,0.0
sonar,208,60,nrs,37,20,0.7021634615384615,0.9661470747562297,0.0
sonar,208,60,nrs,37,30,0.7381410256410257,0.9637741617357002,0.0
sonar,208,60,nrs,37,50,0.7848076923076923,0.9603359941944848,0.0
sonar,208,60,nrs,38,3,0.5641025641025641,0.9790719338133131,0.0
sonar,208,60,nrs,38,5,0.6048076923076923,0.9764134615384615,0.0
sonar,208,60,nrs,38,10,0.6504807692307693,0.9720204795204795,0.0
sonar,208,60,nrs,38,20,0.7168269230769231,0.967467497291441,0.0
sonar,208,60,nrs,38,30,0.748397435897436,0.9656854043392505,0.0
sonar,208,60,nrs,38,50,0.790673076923077,0.9614492017416546,0.0
sonar,208,60,nrs,39,3,0.578525641025641,0.9796719085512189,0.0
sonar,208,60,nrs,39,5,0.6153846153846154,0.9773942307692308,0.0
sonar,208,60,nrs,39,10,0.6596153846153847,0.9731743256743257,0.0
sonar,208,60,nrs,39,20,0.7262019230769231,0.96965872156013,0.0
sonar,208,60,nrs,39,30,0.7578525641025642,0.9676459566074951,0.0
sonar,208,60,nrs,39,50,0.7991346153846155,0.9631023222060958,0.0
sonar,208,60,nrs,40,3,0.5705128205128205,0.9812428950359985,0.0
sonar,208,60,nrs,40,5,0.6182692307692308,0.9783894230769231,0.0
sonar,208,60,nrs,40,10,0.6625000000000001,0.9744555444555445,0.0
sonar,208,60,nrs,40,20,0.7274038461538462,0.9707719393282773,0.0
sonar,208,60,nrs,40,30,0.762019230769231,0.9685670611439843,0.0
sonar,208,60,nrs,40,50,0.8053846153846155,0.9658628447024673,0.0
sonar,208,60,nrs,41,3,0.578525641025641,0.9820875963117343,0.0
sonar,208,60,nrs,41,5,0.6221153846153845,0.9793413461538462,0.0
sonar,208,60,nrs,41,10,0.6572115384615385,0.9752572427572428,0.0
sonar,208,60,nrs,41,20,0.7257211538461538,0.9706988082340196,0.0
sonar,208,60,nrs,41,30,0.7612179487179488,0.9689447731755424,0.0
sonar,208,60,nrs,41,50,0.8060576923076924,0.966577648766328,0.0
sonar,208,60,nrs,42,3,0.6073717948717948,0.9886399520020209,0.0
sonar,208,60,nrs,42,5,0.6307692307692307,0.986,0.0
sonar,208,60,nrs,42,10,0.6701923076923078,0.9786613386613386,0.0
sonar,208,60,nrs,42,20,0.7322115384615384,0.9752613759479957,0.0
sonar,208,60,nrs,42,30,0.7700320512820513,0.9725670611439842,0.0
sonar,208,60,nrs,42,50,0.8135576923076925,0.9692982583454282,0.0
sonar,208,60,nrs,43,3,0.6073717948717948,0.9897688518378174,0.0
sonar,208,60,nrs,43,5,0.6423076923076922,0.9869615384615384,0.0
sonar,208,60,nrs,43,10,0.6879807692307693,0.9818956043956044,0.0
sonar,208,60,nrs,43,20,0.7442307692307691,0.9775839653304442,0.0
sonar,208,60,nrs,43,30,0.7774038461538463,0.9745739644970414,0.0
sonar,208,60,nrs,43,50,0.8175961538461538,0.9713084179970972,0.0
sonar,208,60,nrs,44,3,0.6137820512820512,0.9886162687886826,0.0
sonar,208,60,nrs,44,5,0.6471153846153844,0.9862884615384615,0.0
sonar,208,60,nrs,44,10,0.6894230769230769,0.9819255744255744,0.0
sonar,208,60,nrs,44,20,0.7456730769230769,0.9767578548212351,0.0
sonar,208,60,nrs,44,30,0.778525641025641,0.974689349112426,0.0
sonar,208,60,nrs,44,50,0.8193269230769231,0.9713650217706822,0.0
sonar,208,60,nrs,45,3,0.6362179487179487,0.9900846280156625,0.0
sonar,208,60,nrs,45,5,0.6653846153846152,0.9886730769230769,0.0
sonar,208,60,nrs,45,10,0.7072115384615386,0.9855694305694306,0.0
sonar,208,60,nrs,45,20,0.7637019230769231,0.9810874864572048,0.0
sonar,208,60,nrs,45,30,0.79375,0.9789753451676528,0.0
sonar,208,60,nrs,45,50,0.8317307692307693,0.9762133526850508,0.0
sonar,208,60,nrs,46,3,0.6394230769230769,0.9907556523935834,0.0
sonar,208,60,nrs,46,5,0.660576923076923,0.9894278846153847,0.0
sonar,208,60,nrs,46,10,0.7129807692307693,0.9863561438561439,0.0
sonar,208,60,nrs,46,20,0.7685096153846155,0.9822440411700976,0.0
sonar,208,60,nrs,46,30,0.7979166666666668,0.9805591715976332,0.0
sonar,208,60,nrs,46,50,0.8355769230769231,0.978055152394775,0.0
sonar,208,60,nrs,47,3,0.6554487179487178,0.992508210180624,0.0
sonar,208,60,nrs,47,5,0.6711538461538461,0.9914711538461538,0.0
sonar,208,60,nrs,47,10,0.7302884615384616,0.9873301698301699,0.0
sonar,208,60,nrs,47,20,0.78125,0.9850176056338028,0.0
sonar,208,60,nrs,47,30,0.8084935897435899,0.9822445759368836,0.0
sonar,208,60,nrs,47,50,0.8430769230769232,0.9801313497822932,0.0
sonar,208,60,nrs,48,3,0.6858974358974359,0.9964080459770115,0.0
sonar,208,60,nrs,48,5,0.7105769230769231,0.9934855769230769,0.0
sonar,208,60,nrs,48,10,0.7466346153846154,0.9897502497502497,0.0
sonar,208,60,nrs,48,20,0.796875,0.9876841820151679,0.0
sonar,208,60,nrs,48,30,0.8225961538461539,0.985681459566075,0.0
sonar,208,60,nrs,48,50,0.8538461538461539,0.9833229317851959,0.0
sonar,208,60,nrs,49,3,0.6875,0.9960449033724896,0.0
sonar,208,60,nrs,49,5,0.7288461538461538,0.9940913461538462,0.0
sonar,208,60,nrs,49,10,0.7576923076923078,0.9900374625374625,0.0
sonar,208,60,nrs,49,20,0.8016826923076923,0.9874986457204767,0.0
sonar,208,60,nrs,49,30,0.8264423076923079,0.9859358974358974,0.0
sonar,208,60,nrs,49,50,0.856923076923077,0.9836494920174166,0.0
sonar,208,60,nrs,50,3,0.7179487179487178,0.9976632562839459,0.0
sonar,208,60,nrs,50,5,0.7701923076923077,0.9969182692307692,0.0
sonar,208,60,nrs,50,10,0.7927884615384616,0.994522977022977,0.0
sonar,208,60,nrs,50,20,0.8298076923076925,0.9922169555796316,0.0
sonar,208,60,nrs,50,30,0.8575320512820513,0.9914240631163708,0.0
sonar,208,60,nrs,50,50,0.8831730769230769,0.9895145137880987,0.0
sonar,208,60,nrs,51,3,0.75,0.9979869268662372,0.0
sonar,208,60,nrs,51,5,0.7884615384615384,0.9976346153846154,0.0
sonar,208,60,nrs,51,10,0.8149038461538461,0.9953696303696303,0.0
sonar,208,60,nrs,51,20,0.8514423076923078,0.9935197724810401,0.0
sonar,208,60,nrs,51,30,0.8721153846153847,0.9925305719921105,0.0
sonar,208,60,nrs,51,50,0.8939423076923076,0.9910907111756169,0.0
sonar,208,60,nrs,52,3,0.766025641025641,0.998650056839712,0.0
sonar,208,60,nrs,52,5,0.8192307692307694,0.998139423076923,0.0
