dataset,n,d,n_resample,seed,method,attribute_j,importance_score,pai_bound,n_pts_dgm_H0,n_pts_dgm_H1,thresh,maxdim,time_method_sec
wine,178,13,142,1,variance,1,0.9302627859595094,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,2,0.9629473937966156,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,3,0.87664482547001,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,4,1.0424248166964014,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,5,1.0189726588780854,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,6,0.9100811782642827,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,7,0.8830578544741033,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,8,0.9678285785039462,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,9,1.0935149151574157,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,10,0.9607455934527246,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,11,0.9639181315345627,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,1,variance,12,1.0732835308699993,-1.0,-1,-1,2.0,1,1.7041999999634072e-05
wine,178,13,142,2,pai,0,0.7922925353050232,9.388013734177749,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,1,0.8533267974853516,9.08435103343124,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,2,0.7974239587783813,13.597868189830024,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,3,0.8427520990371704,11.65105770081952,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,4,0.8211715221405029,9.689441006679598,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,5,0.816392719745636,9.197383087164216,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,6,0.7061955332756042,7.2084810663836425,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,7,0.7565505504608154,8.541274427390503,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,8,0.8713549375534058,11.10821338550227,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,9,0.7507470846176147,10.13944040062521,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,10,0.746407687664032,10.792853240638234,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,11,0.6845121383666992,7.485946921343073,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,pai,12,0.7755020260810852,8.852892593324754,142,9,2.0,1,1.5424640000000007
wine,178,13,142,2,nrs,0,0.07746478873239437,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,1,-0.007042253521126751,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,2,0.007042253521126751,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,3,0.021126760563380254,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,4,0.007042253521126751,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,5,0.007042253521126751,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,6,0.04225352112676051,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,7,-0.03521126760563387,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,8,0.04225352112676051,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,9,0.04225352112676051,-1.0,-1,-1,2.0,1,0.008901333000000733
wine,178,13,142,2,nrs,10,0.0,-1.0,-1,-1,2.0,1,0.008901333000000733
